movieId,title,genres,storyline,country,language,director,release_year,runtime,age_rating,tag_1,tag_2,tag_3
1965,Repo Man (1984),Comedy|Sci-Fi,"Frustrated punk rocker Otto quits his supermarket job after slugging a co-worker, and is later dumped by his girlfriend at a party. Wandering the streets in frustration, he is recruited in the repossession of a car by a repo agent. After discovering his parents have donated his college fund to a televangelist, he joins the repossession agency (Helping Hand Acceptance Corporation) as an apprentice ""repo man"". During his training, he is introduced into the mercenary and paranoid world of the drivers, befriended by a UFO conspiracy theorist, confronted by rival repo agents, discovers some of his one-time friends have turned to a life of crime, is lectured to near cosmic unconsciousness by the repo agency grounds worker, and finds himself entangled in a web of intrigue concerning a huge repossession bounty on a 1964 Chevy Malibu driven by a lunatic government scientist, with Top Secret cargo in the trunk. —Baroque <gopher_baroque@hotmail.com>",United States,"English, Spanish",Alex Cox,1984.0,1 hour 32 minutes,18,alien,punk rocker,absurdism
1966,Metropolitan (1990),Comedy,"In an apartment on Manhattan a couple of friends from the New York upper-class meet almost every night to talk about social mobility, play bridge, and discuss Fourier's socialism; the cynical Nick, the philosophical Charlie, party girl Sally, and Austenite Audrey. They are joined by Tom. His background is much simpler, and he is critical of their way of life. But he finds a soul mate in Audrey, whom, without his knowledge, begins to fall in love with him. —Mattias Thuresson",United States,English,Whit Stillman,1990.0,1 hour 38 minutes,PG-13,automat,cigarette smoking,upper class
1967,Labyrinth (1986),Adventure|Fantasy|Musical,"Sarah is forced by her father and her stepmother to babysit her baby stepbrother, Toby, while they are out. He does not stop crying and she wishes that he would be taken away. Out of the blue, he stops crying and when she looks for him in his crib, she learns that her wish was granted, and the Goblin King Jareth has taken him to his castle in the Goblin City in the middle of a labyrinth. Sarah repents and asks Jareth to give him back, but Jareth tells her that she has to rescue him before midnight. Soon she teams up with some allies. Will they rescue Toby in time? —Claudio Carvalho, Rio de Janeiro, Brazil",United Kingdom,English,Jim Henson,1986.0,1 hour 41 minutes,12,baby,labyrinth,rescue
1968,"Breakfast Club, The (1985)",Comedy|Drama,"Beyond being in the same class at Shermer High School in Shermer, Illinois, Claire Standish, Andrew Clark, John Bender, Brian Johnson and Allison Reynolds have little in common, and with the exception of Claire and Andrew, do not associate with each other in school. In the simplest and in their own terms, Claire is a princess, Andrew an athlete, John a criminal, Brian a brain, and Allison a basket case. But one other thing they do have in common is a nine-hour detention in the school library together on Saturday, March 24, 1984, under the direction of Richard Vernon, supervising from his office across the hall. Each is required to write a minimum one-thousand-word essay during that time about who they think they are. At the beginning of those nine hours, each, if they were indeed planning on writing that essay, would probably write something close to what the world sees of them, and what they have been brainwashed into believing of themselves. But based on their adventures during those nine hours, they may come to a different opinion of themselves and the other four. —Huggo",United States,English,John Hughes,1985.0,1 hour 37 minutes,15,high school,detention,geek
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror,"A new family moves into the house on Elm Street, and before long, the kids are again having nightmares about deceased child murderer Freddy Krueger. This time, Freddy attempts to cause havoc in the real world, and can only be overcome if the kids can master their fear. —David Thiel <d-thiel@uiuc.edu>",United States,English,Jack Sholder,1985.0,1 hour 27 minutes,R,gay,gay subtext,pool party
1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller,"Picking up where the original Nightmare left off, a group of children at a local hospital face Freddy Krueger. One of them is Kristen. Working with a doctor assigned to the case, the kids realize their special abilities within the nightmare world. When Freddy captures one of them, they lead a rescue attempt into Krueger's domain, in hopes of putting his spirit to rest once and for all. —David Thiel <d-thiel@uiuc.edu>",United States,English,Chuck Russell,1987.0,1 hour 36 minutes,18,nightmare,dream,group of teenagers
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller,"Following up the previous Nightmare film, the dream demon Freddy Krueger is resurrected from his apparent demise, and rapidly tracks down all three of the surviving Elm Street kids. However, Kristen Parker soon realizes that Freddy is taking advantage of that unknown power she now wields to pull a new group of teenage children into his foul domain. Can she finally defeat Freddy or is it already too late? —David Thiel <d-thiel@uiuc.edu>",United States,English,Renny Harlin,1988.0,1 hour 33 minutes,12,freddy krueger character,sadistic murderer,monster
1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror,"Alice, having survived the previous installment of the Nightmare series, finds the deadly dreams of Freddy Krueger starting once again. This time, the taunting murderer is striking through the sleeping mind of Alice's unborn child. His intention is to be ""born again"" into the real world. The only one who can stop Freddy is his dead mother, but can Alice free her spirit in time to save her own son? —David Thiel <d-thiel@uiuc.edu>",United States,English,Stephen Hopkins,1989.0,1 hour 29 minutes,18,comic book,serial teen murder,freddy krueger character
1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror,"In part six of the Nightmare on Elm Street series, dream monster Freddy Krueger has finally killed all the children of his hometown, and seeks to escape its confines to hunt fresh prey. To this end, he seeks his child. However, someone discovers the demonic origin of Krueger's powers and meets him head-on in a final showdown. —David Thiel <d-thiel@uiuc.edu>",United States,English,Rachel Talalay,1991.0,1 hour 29 minutes,12,dream,serial killer,sixth part
1974,Friday the 13th (1980),Horror|Mystery|Thriller,"In 1957, a young boy named Jason drowns in a lake near Camp Crystal Lake. The next year, two counselors are murdered. In 1980, a descendant of the original owners reopens Camp Crystal Lake with some counselors' help. The counselors gets killed one by one by a mysterious person. Could it be Jason, out for revenge? —RedJames99",United States,English,Sean S. Cunningham,1980.0,1 hour 35 minutes,R,summer,serial killer,summer camp
1975,Friday the 13th Part 2 (1981),Horror,"Months after Alice beheaded psycho killer/mother Pamela Voorhees at Camp Crystal Lake, survivor Alice is still traumatized because of the murders. But there is one problem: Mrs. Voorhees' son Jason never drowned and died, so he saw Alice behead Mrs. Voorhees. Jason finds Alice soon and murders her. Five years later, a camp counselor-in-training program begins at Packanack Lodge, right near Camp Crystal Lake. As teenagers in the program start snooping around Camp Crystal Lake, they start getting killed violently one by one.",United States,English,Steve Miner,1981.0,1 hour 27 minutes,18,slasher,pitchfork,ice pick
1976,Friday the 13th Part 3: 3D (1982),Horror,"Jason Voorhees, having barely survived a wound to his shoulder from his own machete, is back to revenge on all that visit ""his"" woods. A new group of friends come over to party at an area close to the campsite. This time, Jason will be stronger than ever, and getting a hockey mask from one of those friends. —Michael Finnie",United States,English,Steve Miner,1982.0,1 hour 35 minutes,18,serial killer,friday the thirteenth,impalement
